date;home_team;home_score;away_score;away_team;tournament;winner;phase_final;home_team_pourcentage_victoire;home_team_but_mis;home_team_but_enc;away_team_pourcentage_victoire;away_team_but_mis;away_team_but_enc;Rang_home_team;Rang_away_team;Host
1984;Germany;0;0;Portugal;0;1;0;61.9;1.7;0.9;47.06;1.2;1.4;;;1
1984;Romania;1;1;Spain;0;1;0;33.33;1.1;1.1;50;1.8;0.9;;;1
1984;Panama;0;3;Honduras;0;0;0;22.22;0.7;1;77.78;1.6;0.3;;;1
1984;Denmark;5;0;Yugoslavia;0;2;0;60;1.8;1;42.11;1.3;1.9;;;1
1984;France;5;0;Belgium;0;2;0;73.68;2;0.5;31.25;1.1;1.5;;;1
1984;Brazil;0;0;Argentina;0;1;0;35.29;1.3;0.8;30;1;0.7;;;1
1984;Chile;0;0;England;0;1;0;47.06;1.6;0.9;50;1.5;0.5;;;1
1984;Germany;2;1;Romania;0;2;0;61.9;1.7;0.9;33.33;1.1;1.1;;;1
1984;Portugal;1;1;Spain;0;1;0;47.06;1.2;1.4;50;1.8;0.9;;;1
1984;Denmark;3;2;Belgium;0;2;0;60;1.8;1;31.25;1.1;1.5;;;1
1984;France;3;2;Yugoslavia;0;2;0;73.68;2;0.5;42.11;1.3;1.9;;;1
1984;Germany;0;1;Spain;0;0;0;61.9;1.7;0.9;50;1.8;0.9;;;1
1984;Iceland;0;1;Norway;0;0;0;38.46;0.9;1.4;37.5;0.8;0.6;;;1
1984;Portugal;1;0;Romania;0;2;0;47.06;1.2;1.4;33.33;1.1;1.1;;;1
1984;Brazil;1;0;Uruguay;0;2;0;35.29;1.3;0.8;45.45;1.3;0.7;;;1
1984;China PR;2;0;Autre pays;0;2;0;58.33;1.7;0.8;20;0.8;1.8;;;1
1984;Trinidad and Tobago;3;0;Autre pays;0;2;0;60;1.6;1.4;20;0.8;1.8;;;1
1984;France;3;2;Portugal;0;2;0;73.68;2;0.5;47.06;1.2;1.4;;;1
1984;Morocco;2;1;Senegal;0;2;0;38.46;1.4;0.8;43.33;1.2;0.9;;;1
1984;Denmark;1;1;Spain;0;1;0;60;1.8;1;50;1.8;0.9;;;1
1984;Honduras;1;0;Panama;0;2;0;77.78;1.6;0.3;22.22;0.7;1;;;1
1984;El Salvador;3;1;Autre pays;0;2;0;45.45;1.5;1.3;20;0.8;1.8;;;1
1984;France;2;0;Spain;0;2;0;73.68;2;0.5;50;1.8;0.9;;;1
1984;Autre pays;1;3;Cameroon;0;0;0;20;0.8;1.8;45;1.9;1.3;;;1
1984;Autre pays;0;1;Morocco;0;0;0;20;0.8;1.8;38.46;1.4;0.8;;;1
1984;Angola;1;0;Senegal;0;2;0;66.67;1;0.5;43.33;1.2;0.9;;;1
1984;Egypt;2;1;Cameroon;0;2;0;37.04;0.9;0.9;45;1.9;1.3;;;1
1984;Morocco;4;0;Autre pays;0;2;0;38.46;1.4;0.8;20;0.8;1.8;;;1
1984;Senegal;1;0;Angola;0;2;0;43.33;1.2;0.9;66.67;1;0.5;;;1
1984;Uruguay;1;0;Argentina;0;2;0;45.45;1.3;0.7;30;1;0.7;;;1
1984;Norway;1;1;Yugoslavia;0;1;0;37.5;0.8;0.6;42.11;1.3;1.9;;;1
1984;Autre pays;0;2;Trinidad and Tobago;0;0;0;20;0.8;1.8;60;1.6;1.4;;;1
1984;Trinidad and Tobago;3;1;Autre pays;0;2;0;60;1.6;1.4;20;0.8;1.8;;;1
1984;El Salvador;5;0;Autre pays;0;2;0;45.45;1.5;1.3;20;0.8;1.8;;;1
1984;Romania;4;2;China PR;0;2;0;33.33;1.1;1.1;58.33;1.7;0.8;;;1
1984;Ghana;1;0;Autre pays;0;2;0;61.54;1.4;0.9;20;0.8;1.8;;;1
1984;Romania;1;0;China PR;0;2;0;33.33;1.1;1.1;58.33;1.7;0.8;;;1
1984;Autre pays;0;0;Iceland;0;1;0;20;0.8;1.8;38.46;0.9;1.4;;;1
1984;Argentina;0;0;Uruguay;0;1;0;30;1;0.7;45.45;1.3;0.7;;;1
1984;Autre pays;0;2;Ghana;0;0;0;20;0.8;1.8;61.54;1.4;0.9;;;1
1984;Autre pays;0;1;Iceland;0;0;0;20;0.8;1.8;38.46;0.9;1.4;;;1
1984;Haiti;4;0;Autre pays;0;2;0;40;1.2;1;20;0.8;1.8;;;1
1984;Autre pays;0;3;El Salvador;0;0;0;20;0.8;1.8;45.45;1.5;1.3;;;1
1984;Indonesia;2;1;Autre pays;0;2;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Haiti;1;2;Autre pays;0;0;0;40;1.2;1;20;0.8;1.8;;;1
1984;Iran;5;0;Autre pays;0;2;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Republic of Ireland;0;0;Mexico;0;1;0;41.67;1.3;1;56.52;1.7;0.9;;;1
1984;Indonesia;2;1;Autre pays;0;2;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Iran;3;1;Autre pays;0;2;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Peru;0;0;Colombia;0;1;0;12.5;0.8;1.6;18.18;0.7;0.8;;;1
1984;Autre pays;1;1;Mexico;0;1;0;20;0.8;1.8;56.52;1.7;0.9;;;1
1984;Indonesia;1;0;Autre pays;0;2;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Iran;5;0;Autre pays;0;2;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Indonesia;0;1;Iran;0;0;0;25;0.8;1.7;66.67;2.5;0.4;;;1
1984;Indonesia;1;2;Autre pays;0;0;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Iran;7;1;Autre pays;0;2;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Autre pays;0;3;Mexico;0;0;0;20;0.8;1.8;56.52;1.7;0.9;;;1
1984;Iran;1;0;Autre pays;0;2;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Russia;3;0;Mexico;0;2;0;53.33;1.7;0.7;56.52;1.7;0.9;;;1
1984;Hungary;3;0;Switzerland;0;2;0;43.48;1.8;1.3;25;0.8;1.2;;;1
1984;Sweden;1;1;Mexico;0;1;0;55;2;0.6;56.52;1.7;0.9;;;1
1984;Colombia;1;0;Argentina;0;2;0;18.18;0.7;0.8;30;1;0.7;;;1
1984;Hungary;0;2;Mexico;0;0;0;43.48;1.8;1.3;56.52;1.7;0.9;;;1
1984;Autre pays;2;2;Indonesia;0;1;0;20;0.8;1.8;25;0.8;1.7;;;1
1984;Egypt;1;0;Autre pays;0;2;0;37.04;0.9;0.9;20;0.8;1.8;;;1
1984;Autre pays;2;1;Romania;0;2;0;20;0.8;1.8;33.33;1.1;1.1;;;1
1984;Norway;1;1;Poland;0;1;0;37.5;0.8;0.6;36.84;1.2;0.9;;;1
1984;Autre pays;0;2;Greece;0;0;0;20;0.8;1.8;22.73;1;1.5;;;1
1984;Indonesia;0;1;Autre pays;0;0;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Switzerland;0;2;Argentina;0;0;0;25;0.8;1.2;30;1;0.7;;;1
1984;Indonesia;1;2;Autre pays;0;0;0;25;0.8;1.7;20;0.8;1.8;;;1
1984;Belgium;0;2;Argentina;0;0;0;31.25;1.1;1.5;30;1;0.7;;;1
1984;Greece;0;1;Czechoslovakia;0;0;0;22.73;1;1.5;42.86;1.5;0.7;;;1
1984;Israel;2;1;Autre pays;0;2;0;30;1.3;1;20;0.8;1.8;;;1
1984;China PR;6;0;Autre pays;0;2;0;58.33;1.7;0.8;20;0.8;1.8;;;1
1984;Denmark;3;1;Austria;0;2;0;60;1.8;1;30.77;1.3;1.5;;;1
1984;England;1;0;Autre pays;0;2;0;50;1.5;0.5;20;0.8;1.8;;;1
1984;Autre pays;0;2;Poland;0;0;0;20;0.8;1.8;36.84;1.2;0.9;;;1
1984;Autre pays;1;0;Greece;0;2;0;20;0.8;1.8;22.73;1;1.5;;;1
1984;Germany;1;3;Argentina;0;0;0;61.9;1.7;0.9;30;1;0.7;;;1
1984;Iceland;1;0;Wales;0;2;0;38.46;0.9;1.4;29.41;0.9;0.9;;;1
1984;Republic of Ireland;1;0;Russia;0;2;0;41.67;1.3;1;53.33;1.7;0.7;;;1
1984;Northern Ireland;3;2;Romania;0;2;0;53.33;1.2;0.7;33.33;1.1;1.1;;;1
1984;Norway;0;1;Switzerland;0;0;0;37.5;0.8;0.6;25;0.8;1.2;;;1
1984;Scotland;6;1;Yugoslavia;0;2;0;50;1.8;0.9;42.11;1.3;1.9;;;1
1984;Sweden;0;1;Portugal;0;0;0;55;2;0.6;47.06;1.2;1.4;;;1
1984;China PR;6;0;Autre pays;0;2;0;58.33;1.7;0.8;20;0.8;1.8;;;1
1984;China PR;2;0;Autre pays;0;2;0;58.33;1.7;0.8;20;0.8;1.8;;;1
1984;Mexico;1;1;Argentina;0;1;0;56.52;1.7;0.9;30;1;0.7;;;1
1984;Uruguay;2;0;Peru;0;2;0;45.45;1.3;0.7;12.5;0.8;1.6;;;1
1984;China PR;1;0;Autre pays;0;2;0;58.33;1.7;0.8;20;0.8;1.8;;;1
1984;Ghana;3;1;Autre pays;0;2;0;61.54;1.4;0.9;20;0.8;1.8;;;1
1984;Autre pays;1;3;Ivory Coast;0;0;0;20;0.8;1.8;62.86;1.9;1.1;;;1
1984;Saudi Arabia;1;2;Iceland;0;0;0;61.9;2.1;1;38.46;0.9;1.4;;;1
1984;Denmark;1;0;Norway;0;2;0;60;1.8;1;37.5;0.8;0.6;;;1
1984;Hungary;3;1;Austria;0;2;0;43.48;1.8;1.3;30.77;1.3;1.5;;;1
1984;Italy;1;0;Sweden;0;2;0;43.75;1.3;0.9;55;2;0.6;;;1
1984;Poland;2;0;Turkey;0;2;0;36.84;1.2;0.9;26.32;0.8;2;;;1
1984;Tunisia;5;0;Nigeria;0;2;0;64.29;1.8;0.7;30.43;0.8;1;;;1
1984;Autre pays;0;0;United States;0;1;0;20;0.8;1.8;40;1.3;0.9;;;1
1984;Yugoslavia;0;0;Bulgaria;0;1;0;42.11;1.3;1.9;35.29;1.4;1.4;;;1
1984;Autre pays;1;3;Angola;0;0;0;20;0.8;1.8;66.67;1;0.5;;;1
1984;South Korea;1;2;Japan;0;0;0;47.37;1.8;0.5;66.67;2.3;0.8;;;1
1984;Autre pays;1;1;Egypt;0;1;0;20;0.8;1.8;37.04;0.9;0.9;;;1
1984;Honduras;1;0;Autre pays;0;2;0;77.78;1.6;0.3;20;0.8;1.8;;;1
1984;Peru;1;3;Uruguay;0;0;0;12.5;0.8;1.6;45.45;1.3;0.7;;;1
1984;South Korea;5;0;Cameroon;0;2;0;47.37;1.8;0.5;45;1.9;1.3;;;1
1984;United States;4;0;Autre pays;0;2;0;40;1.3;0.9;20;0.8;1.8;;;1
1984;Saudi Arabia;2;1;Autre pays;0;2;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;Greece;2;2;Israel;0;1;0;22.73;1;1.5;30;1.3;1;;;1
1984;Mexico;1;0;Colombia;0;2;0;56.52;1.7;0.9;18.18;0.7;0.8;;;1
1984;United States;3;1;El Salvador;0;2;0;40;1.3;0.9;45.45;1.5;1.3;;;1
1984;Autre pays;5;2;Algeria;0;2;0;20;0.8;1.8;50;2;1.3;;;1
1984;South Korea;6;0;Autre pays;0;2;0;47.37;1.8;0.5;20;0.8;1.8;;;1
1984;Norway;1;1;Russia;0;1;0;37.5;0.8;0.6;53.33;1.7;0.7;;;1
1984;Saudi Arabia;1;3;Autre pays;0;0;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;El Salvador;0;1;Mexico;0;0;0;45.45;1.5;1.3;56.52;1.7;0.9;;;1
1984;Ivory Coast;3;0;Autre pays;0;2;0;62.86;1.9;1.1;20;0.8;1.8;;;1
1984;United States;1;0;Colombia;0;2;0;40;1.3;0.9;18.18;0.7;0.8;;;1
1984;South Korea;6;0;Autre pays;0;2;0;47.37;1.8;0.5;20;0.8;1.8;;;1
1984;Autre pays;0;4;France;0;0;0;20;0.8;1.8;73.68;2;0.5;;;1
1984;Autre pays;4;0;United States;0;2;0;20;0.8;1.8;40;1.3;0.9;;;1
1984;Portugal;2;1;Czechoslovakia;0;2;0;47.06;1.2;1.4;42.86;1.5;0.7;;;1
1984;Algeria;1;0;Canada;0;2;0;50;2;1.3;16.67;0.5;1.9;;;1
1984;South Korea;0;0;Autre pays;0;1;0;47.37;1.8;0.5;20;0.8;1.8;;;1
1984;Northern Ireland;3;0;Israel;0;2;0;53.33;1.2;0.7;30;1.3;1;;;1
1984;Turkey;0;0;Bulgaria;0;1;0;26.32;0.8;2;35.29;1.4;1.4;;;1
1984;Belgium;3;1;Autre pays;0;2;0;31.25;1.1;1.5;20;0.8;1.8;;;1
1984;England;5;0;Autre pays;0;2;0;50;1.5;0.5;20;0.8;1.8;;;1
1984;Germany;2;0;Sweden;0;2;0;61.9;1.7;0.9;55;2;0.6;;;1
1984;Mexico;2;1;United States;0;2;0;56.52;1.7;0.9;40;1.3;0.9;;;1
1984;Netherlands;1;2;Hungary;0;0;0;54.55;2;1;43.48;1.8;1.3;;;1
1984;Norway;1;0;Republic of Ireland;0;2;0;37.5;0.8;0.6;41.67;1.3;1;;;1
1984;Poland;3;1;Greece;0;2;0;36.84;1.2;0.9;22.73;1;1.5;;;1
1984;Scotland;3;0;Iceland;0;2;0;50;1.8;0.9;38.46;0.9;1.4;;;1
1984;Spain;3;0;Wales;0;2;0;50;1.8;0.9;29.41;0.9;0.9;;;1
1984;Switzerland;1;0;Denmark;0;2;0;25;0.8;1.2;60;1.8;1;;;1
1984;Autre pays;1;2;New Zealand;0;0;0;20;0.8;1.8;63.64;1.7;0.6;;;1
1984;Autre pays;0;1;South Korea;0;0;0;20;0.8;1.8;47.37;1.8;0.5;;;1
1984;Saudi Arabia;7;0;Autre pays;0;2;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;Autre pays;1;1;New Zealand;0;1;0;20;0.8;1.8;63.64;1.7;0.6;;;1
1984;Autre pays;2;3;Yugoslavia;0;0;0;20;0.8;1.8;42.11;1.3;1.9;;;1
1984;Nigeria;3;0;Autre pays;0;2;0;30.43;0.8;1;20;0.8;1.8;;;1
1984;Ivory Coast;4;0;Autre pays;0;2;0;62.86;1.9;1.1;20;0.8;1.8;;;1
1984;Tunisia;2;0;Canada;0;2;0;64.29;1.8;0.7;16.67;0.5;1.9;;;1
1984;Saudi Arabia;1;0;United Arab Emirates;0;2;0;61.9;2.1;1;53.33;2.3;1;;;1
1984;Morocco;3;2;Canada;0;2;0;38.46;1.4;0.8;16.67;0.5;1.9;;;1
1984;Saudi Arabia;5;0;Autre pays;0;2;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;United Arab Emirates;8;0;Autre pays;0;2;0;53.33;2.3;1;20;0.8;1.8;;;1
1984;Argentina;1;1;Mexico;0;1;0;30;1;0.7;56.52;1.7;0.9;;;1
1984;Saudi Arabia;6;0;Autre pays;0;2;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;United Arab Emirates;11;0;Autre pays;0;2;0;53.33;2.3;1;20;0.8;1.8;;;1
1984;Autre pays;0;2;Tunisia;0;0;0;20;0.8;1.8;64.29;1.8;0.7;;;1
1984;Chile;1;0;Mexico;0;2;0;47.06;1.6;0.9;56.52;1.7;0.9;;;1
1984;United Arab Emirates;5;1;Autre pays;0;2;0;53.33;2.3;1;20;0.8;1.8;;;1
1984;Czechoslovakia;4;0;Autre pays;0;2;0;42.86;1.5;0.7;20;0.8;1.8;;;1
1984;Poland;2;2;Autre pays;0;1;0;36.84;1.2;0.9;20;0.8;1.8;;;1
1984;Turkey;1;2;Autre pays;0;0;0;26.32;0.8;2;20;0.8;1.8;;;1
1984;Uruguay;1;1;Mexico;0;1;0;45.45;1.3;0.7;56.52;1.7;0.9;;;1
1984;Egypt;1;0;Canada;0;2;0;37.04;0.9;0.9;16.67;0.5;1.9;;;1
1984;China PR;3;2;Australia;0;2;0;58.33;1.7;0.8;12.5;1.1;1.6;;;1
1984;Switzerland;1;1;Italy;0;1;0;25;0.8;1.2;43.75;1.3;0.9;;;1
1984;Autre pays;3;2;Ivory Coast;0;2;0;20;0.8;1.8;62.86;1.9;1.1;;;1
1984;Autre pays;0;1;Nigeria;0;0;0;20;0.8;1.8;30.43;0.8;1;;;1
1984;Angola;1;0;Autre pays;0;2;0;66.67;1;0.5;20;0.8;1.8;;;1
1984;Trinidad and Tobago;0;2;Mexico;0;0;0;60;1.6;1.4;56.52;1.7;0.9;;;1
1984;Tunisia;4;0;Autre pays;0;2;0;64.29;1.8;0.7;20;0.8;1.8;;;1
1984;Austria;1;0;Netherlands;0;2;0;30.77;1.3;1.5;54.55;2;1;;;1
1984;Denmark;3;0;Republic of Ireland;0;2;0;60;1.8;1;41.67;1.3;1;;;1
1984;Northern Ireland;2;1;Autre pays;0;2;0;53.33;1.2;0.7;20;0.8;1.8;;;1
1984;Portugal;1;3;Sweden;0;0;0;47.06;1.2;1.4;55;2;0.6;;;1
1984;Scotland;3;1;Spain;0;2;0;50;1.8;0.9;50;1.8;0.9;;;1
1984;Turkey;0;8;England;0;0;0;26.32;0.8;2;50;1.5;0.5;;;1
1984;Wales;2;1;Iceland;0;2;0;29.41;0.9;0.9;38.46;0.9;1.4;;;1
1984;Autre pays;1;1;Togo;0;1;0;20;0.8;1.8;38.46;1.5;1.2;;;1
1984;Autre pays;1;2;Hungary;0;0;0;20;0.8;1.8;43.48;1.8;1.3;;;1
1984;Ghana;2;0;Ivory Coast;0;2;0;61.54;1.4;0.9;62.86;1.9;1.1;;;1
1984;Autre pays;2;2;Ivory Coast;0;1;0;20;0.8;1.8;62.86;1.9;1.1;;;1
1984;Saudi Arabia;2;1;Autre pays;0;2;0;61.9;2.1;1;20;0.8;1.8;;;1
1984;France;1;0;Bulgaria;0;2;0;73.68;2;0.5;35.29;1.4;1.4;;;1
1984;Ghana;2;2;Togo;0;1;0;61.54;1.4;0.9;38.46;1.5;1.2;;;1
1984;Israel;1;1;Romania;0;1;0;30;1.3;1;33.33;1.1;1.1;;;1
1984;Ivory Coast;1;1;Togo;0;1;0;62.86;1.9;1.1;38.46;1.5;1.2;;;1
1984;Autre pays;1;2;Ivory Coast;0;0;0;20;0.8;1.8;62.86;1.9;1.1;;;1
1984;Autre pays;1;1;Ghana;0;1;0;20;0.8;1.8;61.54;1.4;0.9;;;1
1984;Autre pays;0;2;Togo;0;0;0;20;0.8;1.8;38.46;1.5;1.2;;;1
1984;United Arab Emirates;2;1;Autre pays;0;2;0;53.33;2.3;1;20;0.8;1.8;;;1
1984;Autre pays;1;3;Ghana;0;0;0;20;0.8;1.8;61.54;1.4;0.9;;;1
1984;Autre pays;0;2;Ivory Coast;0;0;0;20;0.8;1.8;62.86;1.9;1.1;;;1
1984;Ghana;1;1;Togo;0;1;0;61.54;1.4;0.9;38.46;1.5;1.2;;;1
1984;United States;0;0;Ecuador;0;1;0;40;1.3;0.9;0;0.7;1.3;;;1
1984;Iran;3;0;United Arab Emirates;0;2;0;66.67;2.5;0.4;53.33;2.3;1;;;1
1984;Saudi Arabia;1;1;South Korea;0;1;0;61.9;2.1;1;47.37;1.8;0.5;;;1
1984;United States;2;2;Ecuador;0;1;0;40;1.3;0.9;0;0.7;1.3;;;1
1984;China PR;0;2;Iran;0;0;0;58.33;1.7;0.8;66.67;2.5;0.4;;;1
1984;Kuwait;1;0;Autre pays;0;2;0;28.57;0.8;0.9;20;0.8;1.8;;;1
1984;El Salvador;2;1;Autre pays;0;2;0;45.45;1.5;1.3;20;0.8;1.8;;;1
1984;Mexico;3;2;Ecuador;0;2;0;56.52;1.7;0.9;0;0.7;1.3;;;1
1984;Autre pays;0;1;Saudi Arabia;0;0;0;20;0.8;1.8;61.9;2.1;1;;;1
1984;United Arab Emirates;2;0;Autre pays;0;2;0;53.33;2.3;1;20;0.8;1.8;;;1
1984;Bulgaria;4;0;Autre pays;0;2;0;35.29;1.4;1.4;20;0.8;1.8;;;1
1984;Greece;2;1;Romania;0;2;0;22.73;1;1.5;33.33;1.1;1.1;;;1
1984;South Korea;0;0;Kuwait;0;1;0;47.37;1.8;0.5;28.57;0.8;0.9;;;1
1984;Autre pays;0;2;China PR;0;0;0;20;0.8;1.8;58.33;1.7;0.8;;;1
1984;Honduras;0;0;Ecuador;0;1;0;77.78;1.6;0.3;0;0.7;1.3;;;1
1984;Iran;0;0;Autre pays;0;1;0;66.67;2.5;0.4;20;0.8;1.8;;;1
1984;Autre pays;1;0;South Korea;0;2;0;20;0.8;1.8;47.37;1.8;0.5;;;1
1984;France;2;0;Autre pays;0;2;0;73.68;2;0.5;20;0.8;1.8;;;1
1984;Italy;2;0;Poland;0;2;0;43.75;1.3;0.9;36.84;1.2;0.9;;;1
1984;Autre pays;1;1;Saudi Arabia;0;1;0;20;0.8;1.8;61.9;2.1;1;;;1
1984;Autre pays;0;1;United Arab Emirates;0;0;0;20;0.8;1.8;53.33;2.3;1;;;1
1984;Autre pays;1;0;Ecuador;0;2;0;20;0.8;1.8;0;0.7;1.3;;;1
1984;Autre pays;0;3;China PR;0;0;0;20;0.8;1.8;58.33;1.7;0.8;;;1
1984;Ivory Coast;2;2;Autre pays;0;1;0;62.86;1.9;1.1;20;0.8;1.8;;;1
1984;Kuwait;3;1;Autre pays;0;2;0;28.57;0.8;0.9;20;0.8;1.8;;;1
1984;Autre pays;0;2;Cameroon;0;0;0;20;0.8;1.8;45;1.9;1.3;;;1
1984;South Korea;0;1;Autre pays;0;0;0;47.37;1.8;0.5;20;0.8;1.8;;;1
1984;Autre pays;1;1;Iran;0;1;0;20;0.8;1.8;66.67;2.5;0.4;;;1
1984;China PR;5;0;United Arab Emirates;0;2;0;58.33;1.7;0.8;53.33;2.3;1;;;1
1984;Saudi Arabia;1;0;Kuwait;0;2;0;61.9;2.1;1;28.57;0.8;0.9;;;1
1984;El Salvador;0;0;Ecuador;0;1;0;45.45;1.5;1.3;0;0.7;1.3;;;1
1984;Saudi Arabia;1;1;Iran;0;1;0;61.9;2.1;1;66.67;2.5;0.4;;;1
1984;Cameroon;0;0;Autre pays;0;1;0;45;1.9;1.3;20;0.8;1.8;;;1
1984;Kuwait;0;1;China PR;0;0;0;28.57;0.8;0.9;58.33;1.7;0.8;;;1
1984;Autre pays;1;0;Honduras;0;2;0;20;0.8;1.8;77.78;1.6;0.3;;;1
1984;Iran;1;1;Kuwait;0;1;0;66.67;2.5;0.4;28.57;0.8;0.9;;;1
1984;Autre pays;2;3;Germany;0;0;0;20;0.8;1.8;61.9;1.7;0.9;;;1
1984;Saudi Arabia;2;0;China PR;0;2;0;61.9;2.1;1;58.33;1.7;0.8;;;1
1984;Autre pays;1;7;Cameroon;0;0;0;20;0.8;1.8;45;1.9;1.3;;;1
1984;Egypt;0;1;Norway;0;0;0;37.04;0.9;0.9;37.5;0.8;0.6;;;1
1984;Greece;0;0;Belgium;0;1;0;22.73;1;1.5;31.25;1.1;1.5;;;1
1984;Israel;2;0;Autre pays;0;2;0;30;1.3;1;20;0.8;1.8;;;1
1984;Autre pays;2;2;Cameroon;0;1;0;20;0.8;1.8;45;1.9;1.3;;;1
1984;Egypt;0;1;Norway;0;0;0;37.04;0.9;0.9;37.5;0.8;0.6;;;1
1984;Autre pays;2;0;Belgium;0;2;0;20;0.8;1.8;31.25;1.1;1.5;;;1
1984;Turkey;1;0;Autre pays;0;2;0;26.32;0.8;2;20;0.8;1.8;;;1
1984;Autre pays;0;1;Netherlands;0;0;0;20;0.8;1.8;54.55;2;1;;;1
1984;Autre pays;2;0;El Salvador;0;2;0;20;0.8;1.8;45.45;1.5;1.3;;;1
1984;Algeria;1;2;Ghana;0;0;0;50;2;1.3;61.54;1.4;0.9;;;1
1984;Ivory Coast;3;1;Tunisia;0;2;0;62.86;1.9;1.1;64.29;1.8;0.7;;;1
1984;Algeria;3;1;Tunisia;0;2;0;50;2;1.3;64.29;1.8;0.7;;;1
1984;Ivory Coast;2;0;Ghana;0;2;0;62.86;1.9;1.1;61.54;1.4;0.9;;;1
1985;Ghana;0;2;Tunisia;0;0;0;42.31;1.2;1;61.11;1.4;0.9;;;1
1985;Ivory Coast;1;1;Algeria;0;1;0;52.27;1.7;1;42.31;1.5;1.1;;;1
1985;Autre pays;0;0;Morocco;0;1;0;20;0.8;1.8;52.94;1.4;0.5;;;1
1985;Israel;0;2;Greece;0;0;0;31.25;1.4;1;22.22;0.8;1.3;;;1
1985;Autre pays;1;1;North Korea;0;1;0;20;0.8;1.8;44.44;2.1;0.4;;;1
1985;Autre pays;2;1;Cuba;0;2;0;20;0.8;1.8;25;1;1;;;1
1985;Iran;1;3;Yugoslavia;0;0;0;60;2.1;0.7;42.86;1.3;1.6;;;1
1985;China PR;2;3;Russia;0;0;0;53.12;2.1;0.8;70;1.8;0.8;;;1
1985;Spain;3;1;Autre pays;0;2;0;45.45;1.2;0.8;20;0.8;1.8;;;1
1985;Russia;1;2;Yugoslavia;0;0;0;70;1.8;0.8;42.86;1.3;1.6;;;1
1985;Autre pays;1;1;Cuba;0;1;0;20;0.8;1.8;25;1;1;;;1
1985;Honduras;1;0;Denmark;0;2;0;53.33;1.3;0.7;47.62;1.7;1.2;;;1
1985;Iran;0;2;Russia;0;0;0;60;2.1;0.7;70;1.8;0.8;;;1
1985;China PR;1;1;Yugoslavia;0;1;0;53.12;2.1;0.8;42.86;1.3;1.6;;;1
1985;Germany;0;1;Hungary;0;0;0;50;1.6;1.2;63.16;1.8;0.7;;;1
1985;Uruguay;3;0;Autre pays;0;2;0;60.87;1.6;0.9;20;0.8;1.8;;;1
1985;Portugal;2;3;Romania;0;0;0;43.75;1.4;1.4;31.82;1.3;1;;;1
1985;Autre pays;0;1;Morocco;0;0;0;20;0.8;1.8;52.94;1.4;0.5;;;1
1985;Ivory Coast;0;1;Egypt;0;0;0;52.27;1.7;1;41.38;0.8;0.9;;;1
1985;Colombia;2;2;Switzerland;0;1;0;39.13;1.1;1.1;20;0.7;1.3;;;1
1985;Morocco;0;1;Russia;0;0;0;52.94;1.4;0.5;70;1.8;0.8;;;1
1985;Bolivia;2;1;Autre pays;0;2;0;20;0.8;1.5;20;0.8;1.8;;;1
1985;Cameroon;1;0;Egypt;0;2;0;41.67;1.6;1.2;41.38;0.8;0.9;;;1
1985;Uruguay;1;0;Paraguay;0;2;0;60.87;1.6;0.9;27.78;1.1;1.2;;;1
1985;Yugoslavia;1;2;Russia;0;0;0;42.86;1.3;1.6;70;1.8;0.8;;;1
1985;Bulgaria;1;0;Switzerland;0;2;0;35;1.2;1;20;0.7;1.3;;;1
1985;Iran;1;0;North Korea;0;2;0;60;2.1;0.7;44.44;2.1;0.4;;;1
1985;Republic of Ireland;1;2;Italy;0;0;0;18.75;0.5;1.1;50;1.4;0.6;;;1
1985;Mexico;5;0;Poland;0;2;0;47.22;1.3;0.9;39.29;1.1;1;;;1
1985;Bolivia;0;1;Uruguay;0;0;0;20;0.8;1.5;60.87;1.6;0.9;;;1
1985;Bulgaria;2;2;Poland;0;1;0;35;1.2;1;39.29;1.1;1;;;1
1985;Cameroon;0;0;Egypt;0;1;0;41.67;1.6;1.2;41.38;0.8;0.9;;;1
1985;Chile;1;0;Paraguay;0;2;0;42.11;1.4;1.2;27.78;1.1;1.2;;;1
1985;Costa Rica;2;1;El Salvador;0;2;0;37.5;1.2;0.8;53.33;1.7;0.9;;;1
1985;Ecuador;2;3;Autre pays;0;0;0;20;1.3;1.6;20;0.8;1.8;;;1
1985;Mexico;1;2;Switzerland;0;0;0;47.22;1.3;0.9;20;0.7;1.3;;;1
1985;Chile;2;0;Autre pays;0;2;0;42.11;1.4;1.2;20;0.8;1.8;;;1
1985;United States;1;1;Switzerland;0;1;0;29.41;1;1.2;20;0.7;1.3;;;1
